#Wavelength	Flux
#um	ph/s/m2
2.75	3717024056.9
2.75	3710328637.0
2.75	3701864748.2
2.76	3695166807.4
2.76	3688466656.9
2.76	3679997622.4
2.76	3673294425.1
2.76	3664822860.9
2.76	3656348772.4
2.76	3647872868.0
2.76	3639395818.6
2.76	3630916729.1
2.76	3622436645.1
2.76	3612184246.9
2.76	3603700511.2
2.76	3593445570.3
2.76	3583187684.2
2.76	3572928701.6
2.76	3562666039.0
2.76	3550633439.6
2.76	3538596536.0
2.76	3526558072.5
2.76	3514516465.5
2.76	3498931392.1
2.76	3485115242.3
2.76	3469522956.6
2.76	3459243002.0
2.76	3457817272.7
2.76	3467020805.2
2.76	3481542061.4
2.76	3496065807.2
2.76	3510592498.0
2.76	3523349980.1
2.76	3534337076.8
2.76	3545326544.7
2.76	3556317873.0
2.76	3567312406.9
2.76	3576535319.7
2.76	3585759110.7
2.76	3594986137.4
2.76	3604214041.5
2.76	3613443608.7
2.76	3620901698.4
2.76	3628360062.9
2.76	3637595909.8
2.76	3645057716.4
2.76	3652521582.9
2.76	3659987030.6
2.76	3667452864.4
2.76	3673146490.4
2.76	3680615343.9
2.76	3686310089.6
2.76	3693782520.1
2.76	3699479719.7
2.76	3705178251.1
2.76	3710878950.6
2.76	3716579403.6
2.76	3722280383.7
2.76	3727983776.9
2.76	3731911192.7
2.76	3737616654.5
2.76	3741544803.2
2.76	3745473629.1
2.76	3751182542.8
2.76	3755113083.9
2.76	3759045628.3
2.76	3755864601.9
2.76	3750903785.4
2.76	3760173616.4
2.76	3773001297.1
2.76	3780494831.7
2.76	3782651212.3
2.76	3783030592.1
2.76	3779849323.7
2.76	3780227608.6
2.76	3789505198.4
2.77	3795224614.3
2.77	3793823956.4
2.77	3797764203.5
2.77	3805266671.6
2.77	3810990039.2
2.77	3814932286.9
2.77	3817095801.3
2.77	3819258671.0
2.77	3821422066.7
2.77	3823585783.5
2.77	3827532074.3
2.77	3829697104.3
2.77	3831862419.8
2.77	3834028647.6
2.77	3834411577.6
2.77	3836577203.1
2.77	3838744667.1
2.77	3840912063.6
2.77	3843078264.2
2.77	3845246487.3
2.77	3845630482.0
2.77	3847799434.9
2.77	3849968893.2
2.77	3850353278.5
2.77	3852522909.8
2.77	3852907832.3
2.77	3855078734.1
2.77	3855463837.4
2.77	3857633985.1
2.77	3858020352.0
2.77	3860190672.7
2.77	3860577020.1
2.77	3862749195.6
2.77	3863135893.9
2.77	3865308241.2
2.77	3865694164.8
2.77	3866080785.4
2.77	3868255195.8
2.77	3868641412.5
2.77	3869027782.8
2.77	3871202958.1
2.77	3871589467.6
2.77	3871977426.7
2.77	3872363807.7
2.77	3872752206.1
2.77	3874927282.9
2.77	3875314536.8
2.77	3875702670.9
2.77	3876089599.2
2.77	3876476864.0
2.77	3876865367.0
2.77	3877251577.8
2.77	3877640149.6
2.77	3879818042.1
2.77	3878416192.7
2.77	3878804022.7
2.77	3879191632.5
2.77	3879579716.5
2.77	3879967557.2
2.77	3882145651.4
2.77	3882534408.1
2.77	3882923106.4
2.77	3883310810.1
2.77	3881908513.1
2.77	3882296190.0
2.77	3884475793.0
2.77	3884865320.7
2.77	3883462038.5
2.77	3883850027.0
2.77	3884237783.0
2.77	3884625655.3
2.77	3885015165.7
2.78	3885404041.9
2.78	3885791934.9
2.78	3886180324.6
2.78	3886569211.0
2.78	3885164080.4
2.78	3885553124.6
2.78	3885941555.8
2.78	3886329364.0
2.78	3886718982.9
2.78	3887107044.5
2.78	3887495797.3
2.78	3887884491.8
2.78	3886478203.0
2.78	3886867240.4
2.78	3887256229.0
2.78	3887644206.3
2.78	3886237967.5
2.78	3886626121.9
2.78	3887014947.9
2.78	3887404288.9
2.78	3885995465.1
2.78	3886383836.5
2.78	3886772722.8
2.78	3887161531.9
2.78	3887550282.8
2.78	3887939354.2
2.78	3886530264.9
2.78	3886918561.4
2.78	3887308101.8
2.78	3887697214.3
2.78	3886287417.8
2.78	3886675201.7
2.78	3887064229.1
2.78	3887453198.2
2.78	3886042685.8
2.78	3886431628.2
2.78	3886819764.7
2.78	3887208766.2
2.78	3885797749.7
2.78	3886186161.8
2.78	3886575078.4
2.78	3885163323.8
2.78	3885551651.1
2.78	3885940482.8
2.78	3884527805.9
2.78	3884915494.9
2.78	3885305173.2
2.78	3885692930.3
2.78	3884280277.4
2.78	3884668939.4
2.78	3883255148.4
2.78	3883643775.4
2.78	3884032352.7
2.78	3884421433.6
2.78	3884808778.9
2.78	3883394490.9
2.78	3883782925.2
2.78	3882368237.6
2.78	3882755907.9
2.78	3883145179.8
2.78	3883532716.9
2.78	3882117710.5
2.78	3882505598.5
2.78	3882893981.6
2.78	3881477870.4
2.78	3881865858.3
2.78	3882254156.9
2.78	3880836740.3
2.78	3881225389.6
2.78	3881613595.6
2.78	3880195628.1
2.78	3880584193.0
2.79	3880972515.2
2.79	3879554181.4
2.79	3879942653.6
2.79	3880330330.5
2.79	3878911638.6
2.79	3879299097.0
2.79	3879687611.1
2.79	3878267808.0
2.79	3878655927.5
2.79	3879043812.4
2.79	3877623635.7
2.79	3878011486.8
2.79	3876591657.0
2.79	3876979666.3
2.79	3877366688.6
2.79	3877755326.1
2.79	3876334610.6
2.79	3876721548.9
2.79	3875299883.4
2.79	3875687356.3
2.79	3876074571.3
2.79	3874651988.4
2.79	3875040674.2
2.79	3875428365.5
2.79	3874004489.5
2.79	3874392899.3
2.79	3874780146.3
2.79	3873357010.6
2.79	3873743863.8
2.79	3874131763.2
2.79	3872708263.2
2.79	3873094465.2
2.79	3871670392.1
2.79	3872057496.5
2.79	3872444910.9
2.79	3871020113.5
2.79	3871406942.5
2.79	3871794832.8
2.79	3870368920.4
2.79	3870756417.1
2.79	3869329740.9
2.79	3869716461.0
2.79	3870102946.9
2.79	3868676650.8
2.79	3869063846.9
2.79	3869450249.4
2.79	3868023398.6
2.79	3868409768.3
2.79	3866981602.4
2.79	3867368689.9
2.79	3867755351.6
2.79	3866328485.4
2.79	3866713452.0
2.79	3867100398.2
2.79	3865671874.9
2.79	3866058053.0
2.79	3864628399.3
2.79	3865014927.5
2.79	3865401581.3
2.79	3863971565.7
2.79	3864358370.7
2.79	3864744941.4
2.79	3863314755.1
2.79	3863700367.1
2.79	3862269043.9
2.79	3862655740.7
2.79	3863041652.2
2.79	3861609776.4
2.79	3861996206.6
2.79	3862382035.2
2.79	3860949614.6
2.79	3861335411.0
2.80	3859903521.9
2.80	3860289293.4
2.80	3860674632.5
2.80	3859241280.6
2.80	3859627894.9
2.80	3858193774.7
2.80	3858579071.6
2.80	3858965037.8
2.80	3857530931.7
2.80	3857916887.6
2.80	3858302029.6
2.80	3856867012.5
2.80	3857253429.3
2.80	3855818202.6
2.80	3856202377.6
2.80	3856588711.9
2.80	3855152391.2
2.80	3855538517.1
2.80	3854101238.6
2.80	3854486973.0
2.80	3854872833.0
2.80	3853435011.7
2.80	3853819922.8
2.80	3852381899.5
2.80	3852767710.6
2.80	3853153097.0
2.80	3851714714.9
2.80	3852099893.4
2.80	3850661478.6
2.80	3851046632.8
2.80	3851430981.3
2.80	3849991664.9
2.80	3850376729.8
2.80	3850762484.7
2.80	3849321695.5
2.80	3849706678.5
2.80	3848265695.2
2.80	3848650654.0
2.80	3849036112.1
2.80	3847594206.7
2.80	3847979457.3
2.80	3848364459.8
2.80	3846922387.1
2.80	3847306815.7
2.80	3845865275.2
2.80	3846249679.7
2.80	3846634026.5
2.80	3845191015.0
2.80	3845575894.6
2.80	3844132872.8
2.80	3844517164.6
2.80	3844901039.4
2.80	3843457097.0
2.80	3843841870.9
2.80	3842397911.3
2.80	3842781731.4
2.80	3841336275.3
2.80	3841720635.3
2.80	3842104740.3
2.80	3840659484.3
2.80	3841044495.2
2.80	3841428518.8
2.80	3839981434.9
2.80	3840365441.9
2.80	3838919256.7
2.80	3839302676.8
2.80	3837856101.7
2.80	3836408553.9
2.80	3836791998.6
2.80	3837175927.6
2.80	3837559806.1
2.81	3837943247.2
2.81	3836495235.9
2.81	3836878653.4
2.81	3837263308.1
2.81	3835813463.9
2.81	3836196807.4
2.81	3834747671.9
2.81	3835131547.8
2.81	3835514254.8
2.81	3834065137.2
2.81	3834447638.0
2.81	3832997582.9
2.81	3833380798.8
2.81	3833763957.4
2.81	3832313547.8
2.81	3832695755.0
2.81	3831244591.2
2.81	3831627703.2
2.81	3832010751.0
2.81	3830558867.5
2.81	3830941892.0
2.81	3829489254.9
2.81	3829872256.2
2.81	3830255213.8
2.81	3828801661.0
2.81	3829185319.9
2.81	3827730831.0
2.81	3828114101.2
2.81	3828496576.2
2.81	3827042472.0
2.81	3827424924.0
2.81	3827807690.9
2.81	3826352685.6
2.81	3826735057.3
2.81	3825279664.8
2.81	3825661824.2
2.81	3826045042.7
2.81	3824588560.1
2.81	3824972114.2
2.81	3823514879.5
2.81	3823897490.7
2.81	3824279686.0
2.81	3822822647.1
2.81	3823205178.2
2.81	3821746650.2
2.81	3822129172.2
2.81	3822510703.6
2.81	3821053298.2
2.81	3821435361.5
2.81	3819976650.2
2.81	3820358690.9
2.81	3820740126.6
2.81	3819281064.0
2.81	3819663396.6
2.81	3818203211.2
2.81	3818584230.3
2.81	3818966665.7
2.81	3817505946.9
2.81	3817887440.6
2.81	3816427255.3
2.81	3816808544.2
2.81	3817189951.7
2.81	3815728868.3
2.81	3816110077.8
2.81	3814647690.3
2.81	3815030708.3
2.81	3813567388.5
2.81	3813948546.7
2.81	3814330566.4
2.81	3814711245.6
2.81	3813248347.1
2.82	3813629004.1
2.82	3812166092.3
2.82	3812545991.1
2.82	3812927487.3
2.82	3811463483.2
2.82	3811844957.1
2.82	3810379846.0
2.82	3810761291.2
2.82	3809294682.0
2.82	3809676483.3
2.82	3810057849.4
2.82	3808591458.3
2.82	3808972620.1
2.82	3809353907.0
2.82	3807886978.3
2.82	3808267325.7
2.82	3806800195.4
2.82	3807180892.0
2.82	3807561349.3
2.82	3806093688.5
2.82	3806474859.4
2.82	3805007368.4
2.82	3805387229.0
2.82	3805767039.2
2.82	3804298458.4
2.82	3804678611.3
2.82	3803210200.3
2.82	3803590331.6
2.82	3803970399.3
2.82	3802500918.8
2.82	3802880964.9
2.82	3801410360.1
2.82	3801790762.0
2.82	3800319592.6
2.82	3800700512.5
2.82	3799227497.6
2.82	3799608214.1
2.82	3799988327.4
2.82	3798516981.4
2.82	3798895974.7
2.82	3799276373.5
2.82	3797803771.0
2.82	3798183966.4
2.82	3798562447.6
2.82	3797089862.6
2.82	3797469973.2
2.82	3795996096.7
2.82	3796375828.7
2.82	3796755861.0
2.82	3795281079.8
2.82	3795659453.9
2.82	3794184843.4
2.82	3794564469.7
2.82	3794944039.1
2.82	3793469278.0
2.82	3793848826.1
2.82	3792372579.8
2.82	3792751925.0
2.82	3791274927.5
2.82	3791653881.6
2.82	3792033701.0
2.82	3792412359.7
2.82	3790934696.2
2.82	3791314061.2
2.82	3789837296.0
2.82	3790215737.6
2.82	3788738403.7
2.82	3787258647.5
2.82	3787637461.4
2.82	3788016776.8
2.82	3786537221.8
2.83	3786916328.2
2.83	3787295189.4
2.83	3787673091.9
2.83	3786193599.1
2.83	3786572201.2
2.83	3786950564.9
2.83	3785470546.7
2.83	3785849077.8
2.83	3784367765.3
2.83	3784745899.7
2.83	3785124898.5
2.83	3783643612.4
2.83	3784022045.6
2.83	3782539277.7
2.83	3782916957.8
2.83	3783295489.0
2.83	3781813117.5
2.83	3782191628.3
2.83	3780708689.8
2.83	3781085909.3
2.83	3779602228.9
2.83	3779980517.4
2.83	3780358943.4
2.83	3778874369.9
2.83	3779251304.4
2.83	3777766358.8
2.83	3778144919.4
2.83	3778523228.9
2.83	3777037209.1
2.83	3777415329.8
2.83	3775929119.9
2.83	3776306851.1
2.83	3776684337.8
2.83	3775198337.1
2.83	3775575615.9
2.83	3775952851.0
2.83	3774465407.7
2.83	3774842992.0
2.83	3773355171.2
2.83	3773732359.9
2.83	3772244537.2
2.83	3772621524.6
2.83	3772999549.9
2.83	3771510648.3
2.83	3771887378.0
2.83	3770397736.6
2.83	3770774996.9
2.83	3771152013.0
2.83	3769662400.4
2.83	3770038846.4
2.83	3768549038.2
2.83	3768926021.1
2.83	3769302397.4
2.83	3767811699.1
2.83	3768187693.4
2.83	3766696981.0
2.83	3767073505.7
2.83	3767450511.1
2.83	3765958184.4
2.83	3766334451.9
2.83	3764841205.6
2.83	3765218721.8
2.83	3765594900.6
2.83	3764101502.8
2.83	3764478030.9
2.83	3762984257.3
2.83	3763360403.7
2.83	3763736855.8
2.83	3762242562.5
2.83	3762618814.2
2.83	3761123957.9
2.84	3761500921.0
2.84	3761875092.5
2.84	3760380266.5
2.84	3760755880.0
2.84	3759260129.3
2.84	3759636085.8
2.84	3758139966.5
2.84	3758515897.3
2.84	3758891235.3
2.84	3757393866.8
2.84	3757770452.6
2.84	3756272528.5
2.84	3756647822.0
2.84	3757023970.3
2.84	3755525166.2
2.84	3755901295.5
2.84	3754402479.0
2.84	3754778227.4
2.84	3753279579.4
2.84	3753653487.0
2.84	3754029160.2
2.84	3752528902.8
2.84	3752904557.2
2.84	3751404655.8
2.84	3751778838.1
2.84	3752154410.9
2.84	3750653637.2
2.84	3751028280.6
2.84	3749527126.9
2.84	3749902481.3
2.84	3750277062.7
2.84	3748775030.9
2.84	3749149400.0
2.84	3747646814.1
2.84	3748022262.2
2.84	3746518747.9
2.84	3746893628.8
2.84	3739755653.2
2.84	3730736320.1
2.84	3731109348.1
2.84	3740877837.9
2.84	3745009272.2
2.84	3745383087.4
2.84	3743878549.7
2.84	3744252895.1
2.84	3742747617.2
2.84	3743121763.5
2.84	3741616294.1
2.84	3741990602.8
2.84	3740483496.8
2.84	3740857606.6
2.84	3741232208.7
2.84	3739724942.8
2.84	3740099526.7
2.84	3738591527.9
2.84	3738965003.6
2.84	3737457903.8
2.84	3737831354.8
2.84	3736323341.8
2.84	3736696420.3
2.84	3737069797.4
2.84	3735560909.4
2.84	3735935177.6
2.84	3734425377.0
2.84	3734798718.1
2.84	3735172197.0
2.84	3733661328.4
2.84	3734035504.7
2.84	3732524993.7
2.84	3732898076.1
2.85	3731387194.5
2.85	3731759524.0
2.85	3730247730.5
2.85	3730621492.5
2.85	3730994657.2
2.85	3729481081.8
2.85	3729855130.8
2.85	3728342454.6
2.85	3728715223.4
2.85	3727201636.1
2.85	3727575101.9
2.85	3726060603.7
2.85	3726433691.3
2.85	3724918823.4
2.85	3725291352.5
2.85	3723776468.8
2.85	3724148626.9
2.85	3722633553.9
2.85	3721117712.4
2.85	3721490072.2
2.85	3721862188.8
2.85	3722234249.7
2.85	3720717755.6
2.85	3721090166.7
2.85	3719572943.2
2.85	3719944969.7
2.85	3718427744.9
2.85	3718799213.6
2.85	3717281793.2
2.85	3717653244.9
2.85	3716135102.6
2.85	3716506350.1
2.85	3714987839.4
2.85	3713467826.4
2.85	3713839650.5
2.85	3714211411.6
2.85	3712690889.3
2.85	3713062993.8
2.85	3711542118.0
2.85	3711913845.4
2.85	3710392407.3
2.85	3710763577.7
2.85	3709241771.9
2.85	3707720107.0
2.85	3708091119.7
2.85	3708462249.4
2.85	3706939536.0
2.85	3707310116.4
2.85	3705787395.8
2.85	3704264621.5
2.85	3704634317.2
2.85	3703110635.7
2.85	3703481230.1
2.85	3701957541.7
2.85	3702327212.3
2.85	3700802617.4
2.85	3701172623.9
2.85	3699647662.3
2.85	3700017120.6
2.85	3698492160.1
2.85	3696965706.9
2.85	3697335180.6
2.85	3695808900.7
2.85	3696177998.7
2.85	3694651540.6
2.85	3693124121.6
2.85	3693493063.1
2.85	3691965474.2
2.85	3692334751.4
2.85	3690806976.7
2.86	3689277530.2
2.86	3689646291.5
2.86	3688117207.0
2.86	3686588248.8
2.86	3686956494.5
2.86	3685426092.4
2.86	3683896912.1
2.86	3684265190.1
2.86	3682734010.1
2.86	3681202973.3
2.86	3681571284.2
2.86	3680038966.9
2.86	3678507161.1
2.86	3678875487.8
2.86	3677342230.6
2.86	3675809117.2
2.86	3674276866.6
2.86	3674644161.7
2.86	3673110100.6
2.86	3671576174.7
2.86	3670042015.2
2.86	3670408315.7
2.86	3668874151.8
2.86	3667338515.9
2.86	3665803005.8
2.86	3664267092.1
2.86	3662730774.8
2.86	3663096682.6
2.86	3661560371.2
2.86	3660023287.6
2.86	3658485980.3
2.86	3656947551.7
2.86	3655410346.0
2.86	3653871290.9
2.86	3652332371.4
2.86	3650792858.9
2.86	3649253862.3
2.86	3647713734.4
2.86	3648079262.7
2.86	3646538593.3
2.86	3644997689.7
2.86	3641551171.1
2.86	3640009019.3
2.86	3638467385.3
2.86	3636924787.7
2.86	3635382696.6
2.86	3633839856.4
2.86	3632296781.9
2.86	3630752934.6
2.86	3627301534.3
2.86	3625756799.0
2.86	3624212033.1
2.86	3622666865.7
2.86	3619213797.7
2.86	3617666833.7
2.86	3616120723.4
2.86	3612665756.8
2.86	3611117504.7
2.86	3609571016.5
2.86	3606112704.4
2.86	3604565151.1
2.86	3601106875.7
2.86	3599557705.4
2.86	3596097660.3
2.86	3594547604.7
2.86	3591086671.3
2.86	3587624811.5
2.86	3586072685.5
2.86	3582610132.2
2.86	3579146473.7
2.87	3575682622.7
2.87	3574127716.6
2.87	3570662618.6
2.87	3567197346.5
2.87	3563730201.6
2.87	3560261969.9
2.87	3556794264.4
2.87	3553325060.3
2.87	3549854591.7
2.87	3544471391.5
2.87	3540999508.8
2.87	3537526721.4
2.87	3534054084.5
2.87	3528666731.4
2.87	3525192184.5
2.87	3519802375.6
2.87	3514412952.1
2.87	3510935247.3
2.87	3505542430.3
2.87	3500149083.6
2.87	3494754290.0
2.87	3489358025.7
2.87	3483960493.2
2.87	3478563353.7
2.87	3473163107.4
2.87	3467763793.3
2.87	3462362060.4
2.87	3455043102.3
2.87	3449639494.7
2.87	3442317755.6
2.87	3436911711.5
2.87	3429586089.7
2.87	3422261212.9
2.87	3414933653.6
2.87	3407604454.1
2.87	3398356253.2
2.87	3391024109.2
2.87	3383690713.8
2.87	3374437244.0
2.87	3365181753.7
2.87	3355923880.5
2.87	3346664841.2
2.87	3337403313.7
2.87	3326221460.9
2.87	3315037314.8
2.87	3303850298.4
2.87	3292661702.6
2.87	3279549924.0
2.87	3266435999.4
2.87	3253318587.5
2.87	3238278069.8
2.87	3221313755.6
2.87	3204347240.8
2.87	3181612306.3
2.87	3158873375.9
2.87	3141894743.7
2.87	3140286689.8
2.87	3155977134.6
2.87	3177436873.0
2.87	3198901062.4
2.87	3216525158.3
2.87	3232228546.2
2.87	3247936111.2
2.87	3261723271.0
2.87	3273589020.0
2.87	3285458389.5
2.87	3297329276.5
2.87	3307278342.6
2.87	3317230722.8
2.87	3327184232.7
2.88	3337139727.8
2.88	3347096175.3
2.88	3355130622.3
2.88	3363166748.9
2.88	3371204197.7
2.88	3379243179.8
2.88	3387284552.8
2.88	3393400815.5
2.88	3401444358.4
2.88	3407563194.4
2.88	3413683543.1
2.88	3421731239.3
2.88	3427853624.1
2.88	3432051343.1
2.88	3438175955.6
2.88	3444301901.0
2.88	3450428796.7
2.88	3454630034.7
2.88	3460759360.0
2.88	3464961539.0
2.88	3469165849.6
2.88	3475298090.2
2.88	3479502963.2
2.88	3483708491.3
2.88	3487915364.6
2.88	3492122491.5
2.88	3496331341.6
2.88	3498611178.8
2.88	3502820297.7
2.88	3507031316.3
2.88	3511242055.0
2.88	3513523650.8
2.88	3517736658.2
2.88	3520019804.6
2.88	3522302490.4
2.88	3526517047.5
2.88	3528801497.9
2.88	3533017928.8
2.88	3535303215.8
2.88	3537587866.8
2.88	3539874637.6
2.88	3542161485.6
2.88	3544448621.8
2.88	3546734977.3
2.88	3549022511.8
2.88	3551310868.8
2.88	3553600062.9
2.88	3555887912.2
2.88	3558178393.8
2.88	3560467901.7
2.88	3560823503.0
2.88	3563113491.1
2.88	3565405944.3
2.88	3567696698.6
2.88	3568053385.6
2.88	3570345345.5
2.88	3572637236.4
2.88	3572994828.8
2.88	3575287568.4
2.88	3575646024.8
2.88	3577939423.0
2.88	3578296963.2
2.88	3580591577.7
2.88	3580949436.1
2.88	3583244553.8
2.88	3583603287.1
2.88	3583960342.8
2.88	3586257036.1
2.88	3586615689.1
2.89	3586974644.1
2.89	3589271677.6
2.89	3589629883.7
2.89	3589989637.4
2.89	3590348457.8
2.89	3592645848.7
2.89	3593005719.4
2.89	3593364972.9
2.89	3593724192.2
2.89	3596022652.1
2.89	3596382377.9
2.89	3596742040.3
2.89	3597101648.8
2.89	3597461568.2
2.89	3597821246.6
2.89	3598181226.6
2.89	3598540619.4
2.89	3600842772.0
2.89	3601202306.6
2.89	3601562151.5
2.89	3601922475.7
2.89	3602283109.9
2.89	3602642970.4
2.89	3603003132.5
2.89	3603363587.7
2.89	3603723464.0
2.89	3604083641.7
2.89	3604445728.0
2.89	3604804723.3
2.89	3605165982.6
2.89	3605526121.6
2.89	3605886554.2
2.89	3606247481.1
2.89	3606607805.5
2.89	3605024264.8
2.89	3605384223.1
2.89	3605745378.3
2.89	3606106657.0
2.89	3606466453.2
2.89	3606826728.2
2.89	3607186949.2
2.89	3607548906.5
2.89	3607909559.3
2.89	3608270328.2
2.89	3608631220.7
2.89	3607044693.1
2.89	3607405581.8
2.89	3607766586.8
2.89	3608127544.7
2.89	3608488796.5
2.89	3608848929.2
2.89	3609210611.9
2.89	3609571878.7
2.89	3607983487.4
2.89	3608344565.9
2.89	3608705412.9
2.89	3607118142.9
2.89	3599682470.4
2.89	3584449288.9
2.89	3573111748.1
2.89	3585167006.5
2.89	3601122760.0
2.89	3607332556.6
2.89	3607693513.7
2.89	3608054961.8
2.89	3608415107.8
2.89	3608776080.1
2.89	3609136649.9
2.89	3609497514.1
2.89	3607907454.5
2.90	3608267953.3
2.90	3608629296.9
2.90	3607037857.1
2.90	3607399538.4
2.90	3607759918.4
2.90	3608120788.3
2.90	3608481060.2
2.90	3606889587.1
2.90	3607249848.4
2.90	3607610055.8
2.90	3607971627.0
2.90	3606379722.3
2.90	3606739865.0
2.90	3607100131.0
2.90	3607460703.0
2.90	3605866394.9
2.90	3606227488.1
2.90	3606589235.7
2.90	3604993744.8
2.90	3605354590.4
2.90	3605715210.5
2.90	3606075947.9
2.90	3606435917.2
2.90	3604840742.5
2.90	3605201244.1
2.90	3605561508.8
2.90	3603966391.7
2.90	3604326286.3
2.90	3604687377.5
2.90	3605047700.8
2.90	3603450726.2
2.90	3603811210.7
2.90	3604171469.8
2.90	3604531674.8
2.90	3602933734.1
2.90	3603293923.5
2.90	3603654954.6
2.90	3602056530.0
2.90	3602416129.7
2.90	3602776201.0
2.90	3603137113.7
2.90	3601537724.0
2.90	3601898621.2
2.90	3602258574.3
2.90	3600658894.3
2.90	3601018306.6
2.90	3601378195.7
2.90	3599778745.6
2.90	3600138270.9
2.90	3600497742.3
2.90	3600858751.6
2.90	3599257093.9
2.90	3599617390.9
2.90	3599977098.2
2.90	3598375488.8
2.90	3598735545.1
2.90	3599095370.4
2.90	3597492218.2
2.90	3597852033.8
2.90	3598211967.1
2.90	3596607631.2
2.90	3596967736.7
2.90	3597328141.6
2.90	3597688133.9
2.90	3596083189.6
2.90	3596442818.7
2.90	3596803105.9
2.90	3595197332.2
2.90	3595556897.8
2.91	3595917121.2
2.91	3594311407.1
2.91	3594670732.4
2.91	3595030180.5
2.91	3593423809.3
2.91	3593782717.9
2.91	3594142451.0
2.91	3592535256.2
2.91	3590929097.8
2.91	3591286917.5
2.91	3591646101.6
2.91	3592005418.5
2.91	3592365382.7
2.91	3592724581.9
2.91	3591115947.5
2.91	3591475147.0
2.91	3591833753.3
2.91	3590225179.3
2.91	3590583423.1
2.91	3590943206.8
2.91	3589333266.3
2.91	3589693045.5
2.91	3590050814.8
2.91	3588440410.1
2.91	3588799763.5
2.91	3589159067.8
2.91	3587546949.6
2.91	3587906239.9
2.91	3588265485.9
2.91	3586653242.7
2.91	3587011583.1
2.91	3587370408.6
2.91	3585757697.1
2.91	3586116861.6
2.91	3584503632.6
2.91	3584861558.0
2.91	3585220306.9
2.91	3585578825.5
2.91	3583965169.0
2.91	3584323502.3
2.91	3584681953.6
2.91	3583067829.4
2.91	3583426452.8
2.91	3581810925.5
2.91	3582168649.0
2.91	3582527571.8
2.91	3582884663.8
2.91	3581269234.0
2.91	3581627560.7
2.91	3581986000.6
2.91	3582344743.8
2.91	3580727129.5
2.91	3581085864.0
2.91	3579467724.5
2.91	3579826455.0
2.91	3578207799.4
2.91	3578565988.0
2.91	3578924299.1
2.91	3579282023.3
2.91	3577663304.0
2.91	3578021552.7
2.91	3578378862.4
2.91	3578736118.4
2.91	3577117678.5
2.91	3577474926.1
2.91	3577832652.9
2.91	3576212148.8
2.91	3576569691.2
2.92	3574949557.0
2.92	3575307438.7
2.92	3575664566.8
2.92	3574042726.0
2.92	3570442402.3
2.92	3556943419.4
2.92	3549380724.3
2.92	3561613720.7
2.92	3571871305.1
2.92	3572227817.8
2.92	3572584633.7
2.92	3572942100.0
2.92	3573299332.4
2.92	3571675958.4
2.92	3572033719.4
2.92	3572390542.4
2.92	3570765459.4
2.92	3571123158.7
2.92	3571480267.7
2.92	3569855609.6
2.92	3570212710.5
2.92	3570569058.6
2.92	3568944280.0
2.92	3569300083.8
2.92	3569657425.9
2.92	3568031128.5
2.92	3568388106.4
2.92	3568744679.2
2.92	3567117734.2
2.92	3567474123.3
2.92	3567831166.6
2.92	3566203754.5
2.92	3566560429.7
2.92	3566917060.0
2.92	3565289005.1
2.92	3565645096.0
2.92	3566001836.5
2.92	3564372963.5
2.92	3564728989.0
2.92	3565084789.7
2.92	3563455977.5
2.92	3563812302.0
2.92	3564168920.2
2.92	3562537876.1
2.92	3562894486.9
2.92	3563251052.5
2.92	3561619191.4
2.92	3561974858.4
2.92	3562331358.9
2.92	3560699915.0
2.92	3561055876.7
2.92	3559423741.5
2.92	3559779520.3
2.92	3560135070.1
2.92	3558502122.8
2.92	3558858894.6
2.92	3559214559.3
2.92	3557580616.1
2.92	3557936098.0
2.92	3558292049.1
2.92	3556656943.3
2.92	3557013067.0
2.92	3557368965.8
2.92	3555734094.0
2.92	3556090332.5
2.92	3556445284.7
2.92	3554808715.9
2.92	3555164367.5
2.92	3553527819.5
2.93	3551891246.1
2.93	3554239230.6
2.93	3554594943.8
2.93	3552957807.5
2.93	3553312978.9
2.93	3553667750.4
2.93	3552030150.8
2.93	3552385617.1
2.93	3552740683.4
2.93	3551101910.9
2.93	3551457321.3
2.93	3551812849.5
2.93	3550172566.2
2.93	3550527561.5
2.93	3550883029.7
2.93	3549243160.9
2.93	3549597920.8
2.93	3549953329.0
2.93	3548312117.2
2.93	3548667347.4
2.93	3549022344.8
2.93	3547381026.1
2.93	3547735491.0
2.93	3548090253.2
2.93	3546448477.1
2.93	3546802874.0
2.93	3547157931.0
2.93	3545515334.8
2.93	3545869154.5
2.93	3546224673.5
2.93	3544581269.8
2.93	3544935376.3
2.93	3545289083.3
2.93	3543645214.8
2.93	3543999616.3
2.93	3544354135.8
2.93	3542709635.5
2.93	3543063798.3
2.93	3543417732.9
2.93	3541773301.8
2.93	3542127229.9
2.93	3542481280.2
2.93	3540834104.3
2.93	3541188502.6
2.93	3541543194.0
2.93	3539895733.6
2.93	3540250426.7
2.93	3540604179.4
2.93	3538956259.6
2.93	3539310360.3
2.93	3539664236.7
2.93	3538016033.0
2.93	3538370249.5
2.93	3538724066.7
2.93	3537074174.9
2.93	3537428157.3
2.93	3537782790.5
2.93	3536133144.2
2.93	3536486363.6
2.93	3536840058.9
2.93	3535189254.2
2.93	3535543647.4
2.93	3535896230.1
2.93	3534246192.1
2.93	3534599297.7
2.93	3534952875.2
2.93	3533300975.9
2.93	3533654022.9
2.94	3534007716.4
