#lambda lambda_nm X1.0 X1.1 X1.2 X1.3 X1.5 X1.7 X2.0 X2.5 X3.0
0.370473707 370.473707 0.663343 0.636667 0.611065 0.586492 0.540272 0.49771 0.440098 0.358661 0.293082
0.370844366 370.844366 0.664355 0.637735 0.612183 0.587654 0.541508 0.499 0.441441 0.360029 0.29442
0.371215395 371.215395 0.665363 0.6388 0.613298 0.588814 0.542741 0.500288 0.442782 0.361396 0.295758
0.371586796 371.586796 0.666369 0.639862 0.614411 0.589971 0.543972 0.501574 0.444121 0.362762 0.297097
0.371958569 371.958569 0.667372 0.640921 0.615521 0.591126 0.545201 0.502858 0.445459 0.364127 0.298436
0.372330714 372.330714 0.668372 0.641978 0.616628 0.592278 0.546427 0.50414 0.446794 0.365492 0.299775
0.372703231 372.703231 0.669369 0.643032 0.617732 0.593427 0.54765 0.50542 0.448129 0.366856 0.301115
0.37307612 373.07612 0.670364 0.644083 0.618834 0.594574 0.548871 0.506697 0.449461 0.368219 0.302454
0.373449383 373.449383 0.671355 0.64513 0.619932 0.595716 0.550089 0.507971 0.45079 0.36958 0.303793
0.373823019 373.823019 0.672329 0.64616 0.621012 0.596841 0.551287 0.509225 0.4521 0.370922 0.305114
0.37419702899999996 374.197029 0.673302 0.647189 0.62209 0.597964 0.552484 0.510478 0.453409 0.372264 0.306436
0.374571413 374.571413 0.674285 0.648228 0.623179 0.599098 0.553694 0.511745 0.454733 0.373623 0.307775
0.37494617199999997 374.946172 0.675254 0.649253 0.624255 0.600218 0.554888 0.512996 0.456041 0.374966 0.3091
0.37532130599999997 375.321306 0.676207 0.650261 0.625312 0.60132 0.556063 0.514227 0.457329 0.376289 0.310406
0.375696815 375.696815 0.677145 0.651253 0.626353 0.602404 0.557221 0.515441 0.458599 0.377595 0.311696
0.3760727 376.0727 0.678081 0.652244 0.627392 0.603487 0.558376 0.516652 0.459867 0.3789 0.312986
0.37644896 376.44896 0.678996 0.653212 0.628408 0.604546 0.559507 0.517838 0.461109 0.380179 0.314251
0.37682559800000004 376.825598 0.679886 0.654154 0.629397 0.605576 0.560607 0.518992 0.462318 0.381425 0.315484
0.377202612 377.202612 0.680755 0.655073 0.630362 0.606583 0.561682 0.52012 0.463501 0.382645 0.316692
0.377580003 377.580003 0.681598 0.655966 0.631299 0.60756 0.562727 0.521217 0.46465 0.383831 0.317868
0.37795777199999997 377.957772 0.68242 0.656836 0.632213 0.608513 0.563745 0.522286 0.465772 0.384989 0.319016
0.37833591899999996 378.335919 0.683222 0.657685 0.633104 0.609442 0.564739 0.523329 0.466866 0.38612 0.320139
0.37871444400000004 378.714444 0.684044 0.658556 0.634019 0.610396 0.565759 0.5244 0.467991 0.387283 0.321293
0.379093348 379.093348 0.684866 0.659426 0.634933 0.61135 0.566779 0.525472 0.469117 0.388447 0.32245
0.379472631 379.472631 0.68572 0.660331 0.635884 0.612341 0.56784 0.526587 0.470288 0.389659 0.323654
